Augmented_Smiles,Augmented_Selfies,selfies_length
O=P(O)(O[C@H](CN(CC(C)C)S(=O)(c1ccc(N)cc1)=O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)O,[O][=P][Branch1][C][O][Branch2][Branch1][O][O][C@H1][Branch2][Ring1][=N][C][N][Branch1][#Branch1][C][C][Branch1][C][C][C][S][=Branch1][C][=O][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C@H1][C][C][O][C][Ring1][Branch1][O],67
OP(O)(=O)O[C@H](CN(S(=O)(c1ccc(N)cc1)=O)CC(C)C)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,[O][P][Branch1][C][O][=Branch1][C][=O][O][C@H1][Branch2][Ring1][=C][C][N][Branch2][Ring1][Ring1][S][=Branch1][C][=O][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=O][C][C][Branch1][C][C][C][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C@H1][C][C][O][C][Ring1][Branch1],67
O=P(O)(O[C@H](CN(CC(C)C)S(=O)(c1ccc(N)cc1)=O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1COCC1)O,[O][=P][Branch1][C][O][Branch2][Branch1][O][O][C@H1][Branch2][Ring1][=N][C][N][Branch1][#Branch1][C][C][Branch1][C][C][C][S][=Branch1][C][=O][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C@@H1][C][O][C][C][Ring1][Branch1][O],67
O=P(O[C@@H]([C@@H](NC(O[C@@H]1COCC1)=O)Cc1ccccc1)CN(S(c1ccc(N)cc1)(=O)=O)CC(C)C)(O)O,[O][=P][Branch2][Branch1][N][O][C@@H1][Branch2][Ring1][#Branch2][C@@H1][Branch1][=C][N][C][Branch1][=Branch2][O][C@@H1][C][O][C][C][Ring1][Branch1][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Branch2][Ring1][Ring1][S][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=Branch1][C][=O][=O][C][C][Branch1][C][C][C][Branch1][C][O][O],68
CC(CN(S(=O)(=O)c1ccc(N)cc1)C[C@@H](OP(O)(=O)O)[C@@H](NC(=O)O[C@@H]1COCC1)Cc1ccccc1)C,[C][C][Branch2][Branch1][=C][C][N][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][C@@H1][Branch1][#Branch2][O][P][Branch1][C][O][=Branch1][C][=O][O][C@@H1][Branch1][=C][N][C][=Branch1][C][=O][O][C@@H1][C][O][C][C][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],67
c1(S(N(CC(C)C)C[C@H]([C@@H](NC(=O)O[C@H]2CCOC2)Cc2ccccc2)OP(O)(O)=O)(=O)=O)ccc(N)cc1,[C][Branch2][Branch1][=Branch2][S][Branch2][Ring2][P][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C@H1][Branch2][Ring1][#Branch2][C@@H1][Branch1][=C][N][C][=Branch1][C][=O][O][C@H1][C][C][O][C][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][P][Branch1][C][O][Branch1][C][O][=O][=Branch1][C][=O][=O][=C][C][=C][Branch1][C][N][C][=C][Ring2][Ring2][#Branch1],71
C1COC[C@H]1OC(=O)N[C@@H](Cc1ccccc1)[C@@H](CN(S(c1ccc(N)cc1)(=O)=O)CC(C)C)OP(=O)(O)O,[C][C][O][C][C@H1][Ring1][Branch1][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch2][Ring1][=C][C][N][Branch2][Ring1][Ring1][S][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=Branch1][C][=O][=O][C][C][Branch1][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O],67
c1ccccc1C[C@H](NC(O[C@H]1CCOC1)=O)[C@@H](CN(CC(C)C)S(=O)(c1ccc(N)cc1)=O)OP(O)(O)=O,[C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][=C][N][C][Branch1][=Branch2][O][C@H1][C][C][O][C][Ring1][Branch1][=O][C@@H1][Branch2][Ring1][=N][C][N][Branch1][#Branch1][C][C][Branch1][C][C][C][S][=Branch1][C][=O][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=O][O][P][Branch1][C][O][Branch1][C][O][=O],66
c1cccc(C[C@H](NC(=O)O[C@@H]2COCC2)[C@H](OP(O)(=O)O)CN(S(=O)(c2ccc(N)cc2)=O)CC(C)C)c1,[C][=C][C][=C][C][Branch2][Branch1][O][C][C@H1][Branch1][=C][N][C][=Branch1][C][=O][O][C@@H1][C][O][C][C][Ring1][Branch1][C@H1][Branch1][#Branch2][O][P][Branch1][C][O][=Branch1][C][=O][O][C][N][Branch2][Ring1][Ring1][S][=Branch1][C][=O][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=O][C][C][Branch1][C][C][C][=C][Ring2][Ring2][#Branch1],70
O([C@H](CN(S(c1ccc(N)cc1)(=O)=O)CC(C)C)[C@H](Cc1ccccc1)NC(O[C@@H]1COCC1)=O)P(=O)(O)O,[O][Branch2][Branch1][O][C@H1][Branch2][Ring1][=C][C][N][Branch2][Ring1][Ring1][S][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=Branch1][C][=O][=O][C][C][Branch1][C][C][C][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][=Branch2][O][C@@H1][C][O][C][C][Ring1][Branch1][=O][P][=Branch1][C][=O][Branch1][C][O][O],70
OP(O[C@@H]([C@@H](NC(O[C@H]1CCOC1)=O)Cc1ccccc1)CN(CC(C)C)S(=O)(c1ccc(N)cc1)=O)(=O)O,[O][P][Branch2][Branch1][O][O][C@@H1][Branch2][Ring1][#Branch2][C@@H1][Branch1][=C][N][C][Branch1][=Branch2][O][C@H1][C][C][O][C][Ring1][Branch1][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Branch1][#Branch1][C][C][Branch1][C][C][C][S][=Branch1][C][=O][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=O][=Branch1][C][=O][O],67
c1ccc(C[C@H](NC(O[C@H]2CCOC2)=O)[C@H](OP(O)(O)=O)CN(CC(C)C)S(=O)(=O)c2ccc(N)cc2)cc1,[C][=C][C][=C][Branch2][Branch1][#Branch2][C][C@H1][Branch1][=C][N][C][Branch1][=Branch2][O][C@H1][C][C][O][C][Ring1][Branch1][=O][C@H1][Branch1][#Branch2][O][P][Branch1][C][O][Branch1][C][O][=O][C][N][Branch1][#Branch1][C][C][Branch1][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring2][#Branch1],69
S(=O)(=O)(N(CC(C)C)C[C@H]([C@@H](NC(=O)O[C@H]1CCOC1)Cc1ccccc1)OP(=O)(O)O)c1ccc(N)cc1,[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][Ring2][P][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C@H1][Branch2][Ring1][#Branch2][C@@H1][Branch1][=C][N][C][=Branch1][C][=O][O][C@H1][C][C][O][C][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][P][=Branch1][C][=O][Branch1][C][O][O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],69
c1cc(N)ccc1S(N(C[C@H]([C@@H](NC(=O)O[C@@H]1COCC1)Cc1ccccc1)OP(=O)(O)O)CC(C)C)(=O)=O,[C][=C][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][S][Branch2][Branch1][C][N][Branch2][Ring2][Branch2][C][C@H1][Branch2][Ring1][#Branch2][C@@H1][Branch1][=C][N][C][=Branch1][C][=O][O][C@@H1][C][O][C][C][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][Branch1][C][C][C][=Branch1][C][=O][=O],68
C1COC[C@H]1OC(N[C@H]([C@@H](CN(S(=O)(c1ccc(N)cc1)=O)CC(C)C)OP(=O)(O)O)Cc1ccccc1)=O,[C][C][O][C][C@H1][Ring1][Branch1][O][C][Branch2][Branch1][=Branch2][N][C@H1][Branch2][Ring2][O][C@@H1][Branch2][Ring1][=C][C][N][Branch2][Ring1][Ring1][S][=Branch1][C][=O][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=O][C][C][Branch1][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O],69
O1C[C@@H](OC(N[C@H]([C@H](OP(O)(=O)O)CN(S(=O)(=O)c2ccc(N)cc2)CC(C)C)Cc2ccccc2)=O)CC1,[O][C][C@@H1][Branch2][Branch1][=C][O][C][Branch2][Branch1][Branch2][N][C@H1][Branch2][Ring2][#Branch2][C@H1][Branch1][#Branch2][O][P][Branch1][C][O][=Branch1][C][=O][O][C][N][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][C][Branch1][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][C][C][Ring2][Ring2][#Branch1],72
c1cccc(C[C@H](NC(O[C@@H]2COCC2)=O)[C@H](OP(=O)(O)O)CN(CC(C)C)S(=O)(=O)c2ccc(N)cc2)c1,[C][=C][C][=C][C][Branch2][Branch1][#Branch2][C][C@H1][Branch1][=C][N][C][Branch1][=Branch2][O][C@@H1][C][O][C][C][Ring1][Branch1][=O][C@H1][Branch1][#Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][C][N][Branch1][#Branch1][C][C][Branch1][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=C][Ring2][Ring2][#Branch1],69
C(N(CC(C)C)S(=O)(c1ccc(N)cc1)=O)[C@H]([C@@H](NC(O[C@H]1CCOC1)=O)Cc1ccccc1)OP(=O)(O)O,[C][Branch2][Ring1][N][N][Branch1][#Branch1][C][C][Branch1][C][C][C][S][=Branch1][C][=O][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=O][C@H1][Branch2][Ring1][#Branch2][C@@H1][Branch1][=C][N][C][Branch1][=Branch2][O][C@H1][C][C][O][C][Ring1][Branch1][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][P][=Branch1][C][=O][Branch1][C][O][O],69
c1cc(S(=O)(=O)N(CC(C)C)C[C@@H](OP(O)(=O)O)[C@@H](NC(O[C@@H]2COCC2)=O)Cc2ccccc2)ccc1N,[C][=C][C][Branch2][Branch1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C@@H1][Branch1][#Branch2][O][P][Branch1][C][O][=Branch1][C][=O][O][C@@H1][Branch1][=C][N][C][Branch1][=Branch2][O][C@@H1][C][O][C][C][Ring1][Branch1][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring2][Ring2][=Branch1][N],67
CC(CN(C[C@H]([C@@H](NC(O[C@H]1CCOC1)=O)Cc1ccccc1)OP(O)(=O)O)S(=O)(=O)c1ccc(N)cc1)C,[C][C][Branch2][Branch1][#C][C][N][Branch2][Ring2][Branch2][C][C@H1][Branch2][Ring1][#Branch2][C@@H1][Branch1][=C][N][C][Branch1][=Branch2][O][C@H1][C][C][O][C][Ring1][Branch1][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][P][Branch1][C][O][=Branch1][C][=O][O][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C],68
O(P(O)(O)=O)[C@@H]([C@@H](NC(O[C@@H]1COCC1)=O)Cc1ccccc1)CN(S(=O)(c1ccc(N)cc1)=O)CC(C)C,[O][Branch1][=Branch2][P][Branch1][C][O][Branch1][C][O][=O][C@@H1][Branch2][Ring1][#Branch2][C@@H1][Branch1][=C][N][C][Branch1][=Branch2][O][C@@H1][C][O][C][C][Ring1][Branch1][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Branch2][Ring1][Ring1][S][=Branch1][C][=O][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=O][C][C][Branch1][C][C][C],69
C1OC[C@@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](OP(O)(=O)O)CN(CC(C)C)S(=O)(=O)c2ccc(N)cc2)C1,[C][O][C][C@@H1][Branch2][Branch1][O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][#Branch2][O][P][Branch1][C][O][=Branch1][C][=O][O][C][N][Branch1][#Branch1][C][C][Branch1][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][Ring2][Ring2][#Branch1],69
O=C(O[C@H]1CCOC1)N[C@@H](Cc1ccccc1)[C@H](OP(O)(=O)O)CN(S(=O)(c1ccc(N)cc1)=O)CC(C)C,[O][=C][Branch1][=Branch2][O][C@H1][C][C][O][C][Ring1][Branch1][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][#Branch2][O][P][Branch1][C][O][=Branch1][C][=O][O][C][N][Branch2][Ring1][Ring1][S][=Branch1][C][=O][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=O][C][C][Branch1][C][C][C],66
Nc1ccc(S(=O)(N(C[C@H]([C@@H](NC(=O)O[C@@H]2COCC2)Cc2ccccc2)OP(O)(O)=O)CC(C)C)=O)cc1,[N][C][=C][C][=C][Branch2][Branch1][#Branch2][S][=Branch1][C][=O][Branch2][Branch1][C][N][Branch2][Ring2][Branch2][C][C@H1][Branch2][Ring1][#Branch2][C@@H1][Branch1][=C][N][C][=Branch1][C][=O][O][C@@H1][C][O][C][C][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][P][Branch1][C][O][Branch1][C][O][=O][C][C][Branch1][C][C][C][=O][C][=C][Ring2][Ring2][=Branch1],70
O(P(=O)(O)O)[C@@H]([C@H](Cc1ccccc1)NC(O[C@H]1CCOC1)=O)CN(S(c1ccc(N)cc1)(=O)=O)CC(C)C,[O][Branch1][=Branch2][P][=Branch1][C][=O][Branch1][C][O][O][C@@H1][Branch2][Ring1][#Branch2][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][=Branch2][O][C@H1][C][C][O][C][Ring1][Branch1][=O][C][N][Branch2][Ring1][Ring1][S][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=Branch1][C][=O][=O][C][C][Branch1][C][C][C],69
CC(C)CN(C[C@@H](OP(O)(=O)O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1COCC1)S(c1ccc(N)cc1)(=O)=O,[C][C][Branch1][C][C][C][N][Branch2][Ring2][#Branch1][C][C@@H1][Branch1][#Branch2][O][P][Branch1][C][O][=Branch1][C][=O][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C@@H1][C][O][C][C][Ring1][Branch1][S][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=Branch1][C][=O][=O],66
c1cc(S(=O)(N(CC(C)C)C[C@H]([C@H](Cc2ccccc2)NC(O[C@@H]2COCC2)=O)OP(O)(=O)O)=O)ccc1N,[C][=C][C][Branch2][Branch1][=Branch2][S][=Branch1][C][=O][Branch2][Ring2][P][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C@H1][Branch2][Ring1][#Branch2][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][=Branch2][O][C@@H1][C][O][C][C][Ring1][Branch1][=O][O][P][Branch1][C][O][=Branch1][C][=O][O][=O][=C][C][=C][Ring2][Ring2][=Branch1][N],69
c1cccc(C[C@H](NC(O[C@@H]2COCC2)=O)[C@H](OP(=O)(O)O)CN(S(=O)(=O)c2ccc(N)cc2)CC(C)C)c1,[C][=C][C][=C][C][Branch2][Branch1][O][C][C@H1][Branch1][=C][N][C][Branch1][=Branch2][O][C@@H1][C][O][C][C][Ring1][Branch1][=O][C@H1][Branch1][#Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][C][N][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][C][Branch1][C][C][C][=C][Ring2][Ring2][#Branch1],70
C(N(S(=O)(=O)c1ccc(N)cc1)C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1COCC1)C(C)C,[C][Branch2][Branch1][=N][N][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][C@@H1][Branch1][#Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C@@H1][C][O][C][C][Ring1][Branch1][C][Branch1][C][C][C],69
C(N(C[C@H]([C@@H](NC(O[C@H]1CCOC1)=O)Cc1ccccc1)OP(=O)(O)O)S(c1ccc(N)cc1)(=O)=O)C(C)C,[C][Branch2][Branch1][=C][N][Branch2][Ring2][Branch2][C][C@H1][Branch2][Ring1][#Branch2][C@@H1][Branch1][=C][N][C][Branch1][=Branch2][O][C@H1][C][C][O][C][Ring1][Branch1][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][P][=Branch1][C][=O][Branch1][C][O][O][S][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=Branch1][C][=O][=O][C][Branch1][C][C][C],70
c1cc(S(=O)(=O)N(CC(C)C)C[C@@H](OP(=O)(O)O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2COCC2)ccc1N,[C][=C][C][Branch2][Branch1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C@@H1][Branch1][#Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C@@H1][C][O][C][C][Ring1][Branch1][=C][C][=C][Ring2][Ring2][=Branch1][N],67
[C@@H](OP(=O)(O)O)(CN(CC(C)C)S(=O)(c1ccc(N)cc1)=O)[C@@H](NC(=O)O[C@@H]1COCC1)Cc1ccccc1,[C@@H1][Branch1][#Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][Branch2][Ring1][=N][C][N][Branch1][#Branch1][C][C][Branch1][C][C][C][S][=Branch1][C][=O][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=O][C@@H1][Branch1][=C][N][C][=Branch1][C][=O][O][C@@H1][C][O][C][C][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1],68
CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@@H]1COCC1)OP(=O)(O)O)S(c1ccc(N)cc1)(=O)=O,[C][C][Branch1][C][C][C][N][Branch2][Ring2][Branch2][C][C@H1][Branch2][Ring1][#Branch2][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C@@H1][C][O][C][C][Ring1][Branch1][O][P][=Branch1][C][=O][Branch1][C][O][O][S][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=Branch1][C][=O][=O],67
C1C[C@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](OP(O)(O)=O)CN(S(=O)(=O)c2ccc(N)cc2)CC(C)C)CO1,[C][C][C@H1][Branch2][Branch1][N][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][#Branch2][O][P][Branch1][C][O][Branch1][C][O][=O][C][N][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][C][Branch1][C][C][C][C][O][Ring2][Ring2][#Branch1],70
Nc1ccc(S(=O)(=O)N(C[C@@H](OP(O)(=O)O)[C@H](Cc2ccccc2)NC(O[C@@H]2COCC2)=O)CC(C)C)cc1,[N][C][=C][C][=C][Branch2][Branch1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch2][Ring2][#Branch1][C][C@@H1][Branch1][#Branch2][O][P][Branch1][C][O][=Branch1][C][=O][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][=Branch2][O][C@@H1][C][O][C][C][Ring1][Branch1][=O][C][C][Branch1][C][C][C][C][=C][Ring2][Ring2][=Branch1],68
O=C(O[C@@H]1COCC1)N[C@H]([C@H](OP(=O)(O)O)CN(S(c1ccc(N)cc1)(=O)=O)CC(C)C)Cc1ccccc1,[O][=C][Branch1][=Branch2][O][C@@H1][C][O][C][C][Ring1][Branch1][N][C@H1][Branch2][Ring2][#Branch2][C@H1][Branch1][#Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][C][N][Branch2][Ring1][Ring1][S][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=Branch1][C][=O][=O][C][C][Branch1][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],67
O=C(N[C@H]([C@@H](CN(CC(C)C)S(c1ccc(N)cc1)(=O)=O)OP(=O)(O)O)Cc1ccccc1)O[C@H]1CCOC1,[O][=C][Branch2][Branch1][Branch2][N][C@H1][Branch2][Ring2][#Branch2][C@@H1][Branch2][Ring1][=N][C][N][Branch1][#Branch1][C][C][Branch1][C][C][C][S][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=Branch1][C][=O][=O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C@H1][C][C][O][C][Ring1][Branch1],68
CC(CN(S(=O)(=O)c1ccc(N)cc1)C[C@H]([C@H](Cc1ccccc1)NC(O[C@H]1CCOC1)=O)OP(O)(=O)O)C,[C][C][Branch2][Branch1][#C][C][N][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][C@H1][Branch2][Ring1][#Branch2][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][=Branch2][O][C@H1][C][C][O][C][Ring1][Branch1][=O][O][P][Branch1][C][O][=Branch1][C][=O][O][C],68
c1c(S(=O)(=O)N(C[C@@H](OP(=O)(O)O)[C@@H](NC(=O)O[C@@H]2COCC2)Cc2ccccc2)CC(C)C)ccc(N)c1,[C][=C][Branch2][Branch1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch2][Ring2][#Branch1][C][C@@H1][Branch1][#Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][C@@H1][Branch1][=C][N][C][=Branch1][C][=O][O][C@@H1][C][O][C][C][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Branch1][C][C][C][C][=C][C][Branch1][C][N][=C][Ring2][Ring2][#Branch1],70
Nc1ccc(S(=O)(N(C[C@@H](OP(O)(=O)O)[C@@H](NC(=O)O[C@@H]2COCC2)Cc2ccccc2)CC(C)C)=O)cc1,[N][C][=C][C][=C][Branch2][Branch1][=Branch2][S][=Branch1][C][=O][Branch2][Ring2][P][N][Branch2][Ring2][#Branch1][C][C@@H1][Branch1][#Branch2][O][P][Branch1][C][O][=Branch1][C][=O][O][C@@H1][Branch1][=C][N][C][=Branch1][C][=O][O][C@@H1][C][O][C][C][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Branch1][C][C][C][=O][C][=C][Ring2][Ring2][=Branch1],69
c1cc(C[C@@H]([C@H](OP(O)(=O)O)CN(CC(C)C)S(c2ccc(N)cc2)(=O)=O)NC(O[C@H]2CCOC2)=O)ccc1,[C][=C][C][Branch2][Branch1][O][C][C@@H1][Branch2][Ring2][=Branch2][C@H1][Branch1][#Branch2][O][P][Branch1][C][O][=Branch1][C][=O][O][C][N][Branch1][#Branch1][C][C][Branch1][C][C][C][S][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=Branch1][C][=O][=O][N][C][Branch1][=Branch2][O][C@H1][C][C][O][C][Ring1][Branch1][=O][=C][C][=C][Ring2][Ring2][#Branch1],70
C1COC[C@H]1OC(N[C@@H](Cc1ccccc1)[C@H](OP(O)(O)=O)CN(S(=O)(c1ccc(N)cc1)=O)CC(C)C)=O,[C][C][O][C][C@H1][Ring1][Branch1][O][C][Branch2][Branch1][#Branch1][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][#Branch2][O][P][Branch1][C][O][Branch1][C][O][=O][C][N][Branch2][Ring1][Ring1][S][=Branch1][C][=O][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=O][C][C][Branch1][C][C][C][=O],67
[C@H](CN(S(=O)(=O)c1ccc(N)cc1)CC(C)C)(OP(O)(O)=O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,[C@H1][Branch2][Ring1][=C][C][N][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][C][Branch1][C][C][C][Branch1][#Branch2][O][P][Branch1][C][O][Branch1][C][O][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C@H1][C][C][O][C][Ring1][Branch1],69
c1cccc(C[C@@H]([C@H](OP(=O)(O)O)CN(S(=O)(=O)c2ccc(N)cc2)CC(C)C)NC(=O)O[C@H]2CCOC2)c1,[C][=C][C][=C][C][Branch2][Branch1][N][C][C@@H1][Branch2][Ring2][#Branch2][C@H1][Branch1][#Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][C][N][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][O][C@H1][C][C][O][C][Ring1][Branch1][=C][Ring2][Ring2][#Branch1],71
